Sample ID	User ID	Date 	Time 	ng/ul 	A260 	A280 	260/280 	260/230 	Constant 	Cursor Pos.	Cursor abs.	340 raw
373	Default	5/10/2018	12:46 PM	35.62	0.890	0.412	2.16	1.21	40.00	230	0.735	0.027
374	Default	5/10/2018	12:47 PM	369.95	9.249	4.355	2.12	2.19	40.00	230	4.232	0.011
375	Default	5/10/2018	12:47 PM	10.31	0.258	0.120	2.15	0.09	40.00	230	2.829	0.091
376	Default	5/10/2018	12:47 PM	51.32	1.283	0.599	2.14	1.47	40.00	230	0.876	-0.003
377	Default	5/10/2018	12:48 PM	22.58	0.564	0.267	2.12	1.06	40.00	230	0.531	0.009
378	Default	5/10/2018	12:48 PM	11.40	0.285	0.132	2.16	0.60	40.00	230	0.474	0.004
379	Default	5/10/2018	12:48 PM	362.76	9.069	4.305	2.11	2.13	40.00	230	4.262	0.002
380	Default	5/10/2018	12:49 PM	372.32	9.308	4.399	2.12	2.32	40.00	230	4.018	0.022
381	Default	5/10/2018	12:49 PM	26.20	0.655	0.311	2.10	0.93	40.00	230	0.702	0.001
382	Default	5/10/2018	12:49 PM	16.04	0.401	0.171	2.35	0.58	40.00	230	0.691	-0.005
383	Default	5/10/2018	12:50 PM	473.01	11.825	5.627	2.10	2.33	40.00	230	5.080	-0.153
384	Default	5/10/2018	12:50 PM	410.93	10.273	4.857	2.12	2.36	40.00	230	4.346	0.003
385	Default	5/10/2018	12:51 PM	368.51	9.213	4.324	2.13	2.39	40.00	230	3.850	0.003
386	Default	5/10/2018	12:51 PM	351.70	8.792	4.155	2.12	2.33	40.00	230	3.779	0.007
387	Default	5/10/2018	12:51 PM	136.97	3.424	1.580	2.17	1.00	40.00	230	3.441	0.029
388	Default	5/10/2018	12:52 PM	11.61	0.290	0.119	2.43	0.04	40.00	230	7.748	0.021
389	Default	5/10/2018	12:52 PM	448.24	11.206	5.345	2.10	2.27	40.00	230	4.947	-0.002
390	Default	5/10/2018	12:53 PM	418.96	10.474	4.944	2.12	2.22	40.00	230	4.712	-0.004
391	Default	5/10/2018	12:53 PM	48.65	1.216	0.564	2.16	0.66	40.00	230	1.850	-0.009
392	Default	5/10/2018	12:53 PM	338.45	8.461	3.971	2.13	2.09	40.00	230	4.055	0.008
393	Default	5/10/2018	12:54 PM	54.42	1.361	0.640	2.13	1.02	40.00	230	1.337	0.025
394	Default	5/10/2018	12:54 PM	398.28	9.957	4.708	2.12	2.26	40.00	230	4.410	0.028
395	Default	5/10/2018	12:54 PM	379.69	9.492	4.500	2.11	2.20	40.00	230	4.315	-0.008
396	Default	5/10/2018	12:55 PM	341.18	8.530	3.979	2.14	2.22	40.00	230	3.848	0.010
C1	Default	5/10/2018	12:55 PM	4.13	0.103	0.063	1.64	0.29	40.00	230	0.357	0.093
C2	Default	5/10/2018	12:56 PM	2.94	0.074	0.041	1.78	0.32	40.00	230	0.228	0.084
C3	Default	5/10/2018	12:56 PM	2.70	0.067	0.042	1.61	0.24	40.00	230	0.287	0.092
